"","orthogroup","gene","species"
"518","OG0000000","HCON_00146460-00001","H. contortus"
"519","OG0000000","HCON_00146470-00001","H. contortus"
"520","OG0000000","HCON_00146480-00001","H. contortus"
"521","OG0000000","HCON_00146510-00001","H. contortus"
"522","OG0000000","HCON_00146750-00001","H. contortus"
"523","OG0000000","HCON_00147100-00001","H. contortus"
"524","OG0000000","HCON_00147500-00001","H. contortus"
"525","OG0000000","HCON_00147910-00001","H. contortus"
"526","OG0000000","HCON_00147920-00001","H. contortus"
"527","OG0000000","HCON_00148000-00001","H. contortus"
"528","OG0000000","HCON_00148010-00001","H. contortus"
"529","OG0000000","HCON_00148150-00001","H. contortus"
"530","OG0000000","HCON_00148390-00001","H. contortus"
"531","OG0000000","HCON_00148770-00001","H. contortus"
"532","OG0000000","HCON_00149230-00001","H. contortus"
"533","OG0000000","HCON_00149240-00001","H. contortus"
"534","OG0000000","HCON_00149250-00001","H. contortus"
"535","OG0000000","HCON_00149370-00001","H. contortus"
"536","OG0000000","HCON_00150060-00001","H. contortus"
"537","OG0000000","HCON_00150770-00001","H. contortus"
"538","OG0000000","HCON_00150800-00001","H. contortus"
"539","OG0000000","HCON_00150810-00001","H. contortus"
"540","OG0000000","HCON_00150920-00001","H. contortus"
"541","OG0000000","HCON_00150990-00001","H. contortus"
"542","OG0000000","HCON_00151120-00001","H. contortus"
"543","OG0000000","HCON_00151130-00001","H. contortus"
"544","OG0000000","HCON_00151310-00001","H. contortus"
"545","OG0000000","HCON_00151390-00001","H. contortus"
"546","OG0000000","HCON_00151960-00001","H. contortus"
"547","OG0000000","HCON_00152230-00001","H. contortus"
"548","OG0000000","HCON_00152950-00001","H. contortus"
"549","OG0000000","HCON_00153040-00001","H. contortus"
"550","OG0000000","HCON_00153050-00001","H. contortus"
"551","OG0000000","HCON_00153060-00001","H. contortus"
"552","OG0000000","HCON_00153250-00001","H. contortus"
"553","OG0000000","HCON_00153390-00001","H. contortus"
"554","OG0000000","HCON_00153670-00001","H. contortus"
"555","OG0000000","HCON_00154230-00001","H. contortus"
"556","OG0000000","HCON_00154280-00001","H. contortus"
"557","OG0000000","HCON_00154290-00001","H. contortus"
"558","OG0000000","HCON_00155200-00001","H. contortus"
"559","OG0000000","HCON_00155210-00001","H. contortus"
"560","OG0000000","HCON_00155970-00001","H. contortus"
"561","OG0000000","HCON_00156160-00001","H. contortus"
"562","OG0000000","HCON_00157370-00001","H. contortus"
"563","OG0000000","HCON_00157380-00001","H. contortus"
"564","OG0000000","HCON_00157420-00001","H. contortus"
"565","OG0000000","HCON_00157430-00001","H. contortus"
"566","OG0000000","HCON_00157550-00001","H. contortus"
"567","OG0000000","HCON_00159150-00001","H. contortus"
"568","OG0000000","HCON_00159510-00001","H. contortus"
"569","OG0000000","HCON_00159530-00001","H. contortus"
"570","OG0000000","HCON_00160210-00001","H. contortus"
"571","OG0000000","HCON_00160390-00001","H. contortus"
"572","OG0000000","HCON_00160400-00001","H. contortus"
"573","OG0000000","HCON_00160410-00001","H. contortus"
"574","OG0000000","HCON_00160550-00001","H. contortus"
"575","OG0000000","HCON_00160560-00001","H. contortus"
"576","OG0000000","HCON_00161170-00001","H. contortus"
"577","OG0000000","HCON_00161750-00001","H. contortus"
"578","OG0000000","HCON_00161860-00001","H. contortus"
"579","OG0000000","HCON_00162410-00001","H. contortus"
"580","OG0000000","HCON_00162570-00001","H. contortus"
"581","OG0000000","HCON_00163600-00001","H. contortus"
"582","OG0000000","HCON_00163680-00001","H. contortus"
"583","OG0000000","HCON_00163790-00001","H. contortus"
"584","OG0000000","HCON_00163990-00001","H. contortus"
"585","OG0000000","HCON_00164170-00001","H. contortus"
"586","OG0000000","HCON_00165160-00001","H. contortus"
"587","OG0000000","HCON_00165450-00001","H. contortus"
"588","OG0000000","HCON_00167140-00001","H. contortus"
"589","OG0000000","HCON_00167650-00001","H. contortus"
"590","OG0000000","HCON_00167900-00001","H. contortus"
"591","OG0000000","HCON_00168020-00001","H. contortus"
"592","OG0000000","HCON_00168330-00001","H. contortus"
"593","OG0000000","HCON_00168610-00001","H. contortus"
"594","OG0000000","HCON_00168710-00001","H. contortus"
"595","OG0000000","HCON_00168740-00001","H. contortus"
"596","OG0000000","HCON_00168750-00001","H. contortus"
"597","OG0000000","HCON_00168770-00001","H. contortus"
"598","OG0000000","HCON_00168790-00001","H. contortus"
"599","OG0000000","HCON_00168820-00001","H. contortus"
"600","OG0000000","HCON_00168830-00001","H. contortus"
"601","OG0000000","HCON_00168880-00001","H. contortus"
"602","OG0000000","HCON_00168890-00001","H. contortus"
"603","OG0000000","HCON_00169080-00001","H. contortus"
"604","OG0000000","HCON_00169110-00001","H. contortus"
"605","OG0000000","HCON_00169120-00001","H. contortus"
"606","OG0000000","HCON_00169130-00001","H. contortus"
"607","OG0000000","HCON_00169160-00001","H. contortus"
"608","OG0000000","HCON_00169170-00001","H. contortus"
"609","OG0000000","HCON_00169240-00001","H. contortus"
"610","OG0000000","HCON_00169250-00001","H. contortus"
"611","OG0000000","HCON_00169390-00001","H. contortus"
"612","OG0000000","HCON_00169430-00001","H. contortus"
"613","OG0000000","HCON_00169500-00001","H. contortus"
"614","OG0000000","HCON_00169510-00001","H. contortus"
"615","OG0000000","HCON_00169580-00001","H. contortus"
"616","OG0000000","HCON_00169640-00001","H. contortus"
"617","OG0000000","HCON_00169740-00001","H. contortus"
"618","OG0000000","HCON_00169980-00001","H. contortus"
"619","OG0000000","HCON_00170050-00001","H. contortus"
"620","OG0000000","HCON_00170060-00001","H. contortus"
"621","OG0000000","HCON_00170150-00001","H. contortus"
"622","OG0000000","HCON_00170240-00001","H. contortus"
"623","OG0000000","HCON_00170420-00001","H. contortus"
"624","OG0000000","HCON_00170440-00001","H. contortus"
"625","OG0000000","HCON_00170450-00001","H. contortus"
"626","OG0000000","HCON_00170620-00001","H. contortus"
"627","OG0000000","HCON_00170630-00001","H. contortus"
"628","OG0000000","HCON_00170820-00001","H. contortus"
"629","OG0000000","HCON_00170830-00001","H. contortus"
"630","OG0000000","HCON_00170840-00001","H. contortus"
"631","OG0000000","HCON_00170880-00001","H. contortus"
"632","OG0000000","HCON_00170910-00001","H. contortus"
"633","OG0000000","HCON_00170940-00001","H. contortus"
"634","OG0000000","HCON_00170950-00001","H. contortus"
"635","OG0000000","HCON_00170980-00001","H. contortus"
"636","OG0000000","HCON_00171040-00001","H. contortus"
"637","OG0000000","HCON_00171050-00001","H. contortus"
"638","OG0000000","HCON_00171150-00001","H. contortus"
"639","OG0000000","HCON_00171160-00001","H. contortus"
"640","OG0000000","HCON_00171200-00001","H. contortus"
"641","OG0000000","HCON_00171210-00001","H. contortus"
"642","OG0000000","HCON_00171230-00001","H. contortus"
"643","OG0000000","HCON_00171310-00001","H. contortus"
"644","OG0000000","HCON_00171340-00001","H. contortus"
"645","OG0000000","HCON_00171350-00001","H. contortus"
"646","OG0000000","HCON_00171500-00001","H. contortus"
"647","OG0000000","HCON_00171510-00001","H. contortus"
"648","OG0000000","HCON_00171520-00001","H. contortus"
"649","OG0000000","HCON_00171730-00001","H. contortus"
"650","OG0000000","HCON_00171740-00001","H. contortus"
"651","OG0000000","HCON_00171820-00001","H. contortus"
"652","OG0000000","HCON_00171830-00001","H. contortus"
"653","OG0000000","HCON_00171930-00001","H. contortus"
"654","OG0000000","HCON_00171940-00001","H. contortus"
"655","OG0000000","HCON_00172230-00001","H. contortus"
"656","OG0000000","HCON_00172330-00001","H. contortus"
"657","OG0000000","HCON_00172510-00001","H. contortus"
"658","OG0000000","HCON_00172540-00001","H. contortus"
"659","OG0000000","HCON_00172550-00001","H. contortus"
"660","OG0000000","HCON_00172560-00001","H. contortus"
"661","OG0000000","HCON_00172640-00001","H. contortus"
"662","OG0000000","HCON_00172710-00001","H. contortus"
"663","OG0000000","HCON_00172790-00001","H. contortus"
"664","OG0000000","HCON_00172810-00001","H. contortus"
"665","OG0000000","HCON_00172820-00001","H. contortus"
"666","OG0000000","HCON_00172880-00001","H. contortus"
"667","OG0000000","HCON_00172920-00001","H. contortus"
"668","OG0000000","HCON_00172940-00001","H. contortus"
"669","OG0000000","HCON_00172970-00001","H. contortus"
"670","OG0000000","HCON_00172980-00001","H. contortus"
"671","OG0000000","HCON_00173030-00001","H. contortus"
"672","OG0000000","HCON_00173050-00001","H. contortus"
"673","OG0000000","HCON_00173060-00001","H. contortus"
"674","OG0000000","HCON_00173070-00001","H. contortus"
"675","OG0000000","HCON_00173080-00001","H. contortus"
"676","OG0000000","HCON_00173250-00001","H. contortus"
"677","OG0000000","HCON_00173640-00001","H. contortus"
"678","OG0000000","HCON_00173650-00001","H. contortus"
"679","OG0000000","HCON_00173740-00001","H. contortus"
"680","OG0000000","HCON_00173790-00001","H. contortus"
"681","OG0000000","HCON_00173830-00001","H. contortus"
"682","OG0000000","HCON_00173840-00001","H. contortus"
"683","OG0000000","HCON_00174150-00001","H. contortus"
"684","OG0000000","HCON_00174170-00001","H. contortus"
"685","OG0000000","HCON_00174190-00001","H. contortus"
"686","OG0000000","HCON_00174200-00001","H. contortus"
"687","OG0000000","HCON_00174230-00001","H. contortus"
"688","OG0000000","HCON_00174300-00001","H. contortus"
"689","OG0000000","HCON_00174560-00001","H. contortus"
"690","OG0000000","HCON_00174570-00001","H. contortus"
"691","OG0000000","HCON_00174580-00001","H. contortus"
"692","OG0000000","HCON_00174890-00001","H. contortus"
"693","OG0000000","HCON_00174900-00001","H. contortus"
"694","OG0000000","HCON_00174920-00001","H. contortus"
"695","OG0000000","HCON_00175130-00001","H. contortus"
"696","OG0000000","HCON_00175220-00001","H. contortus"
"697","OG0000000","HCON_00175240-00001","H. contortus"
"698","OG0000000","HCON_00175290-00001","H. contortus"
"699","OG0000000","HCON_00175300-00001","H. contortus"
"700","OG0000000","HCON_00175360-00001","H. contortus"
"701","OG0000000","HCON_00175660-00001","H. contortus"
"702","OG0000000","HCON_00175680-00001","H. contortus"
"703","OG0000000","HCON_00175690-00001","H. contortus"
"704","OG0000000","HCON_00175730-00001","H. contortus"
"705","OG0000000","HCON_00175780-00001","H. contortus"
"706","OG0000000","HCON_00175790-00001","H. contortus"
"707","OG0000000","HCON_00175820-00001","H. contortus"
"708","OG0000000","HCON_00175840-00001","H. contortus"
"709","OG0000000","HCON_00175850-00001","H. contortus"
"710","OG0000000","HCON_00175860-00001","H. contortus"
"711","OG0000000","HCON_00176020-00001","H. contortus"
"712","OG0000000","HCON_00176260-00001","H. contortus"
"713","OG0000000","HCON_00176390-00001","H. contortus"
"714","OG0000000","HCON_00176660-00001","H. contortus"
"715","OG0000000","HCON_00176740-00001","H. contortus"
"716","OG0000000","HCON_00176750-00001","H. contortus"
"717","OG0000000","HCON_00176970-00001","H. contortus"
"718","OG0000000","HCON_00177120-00001","H. contortus"
"719","OG0000000","HCON_00177140-00001","H. contortus"
"720","OG0000000","HCON_00177150-00001","H. contortus"
"721","OG0000000","HCON_00177210-00001","H. contortus"
"722","OG0000000","HCON_00177550-00001","H. contortus"
"723","OG0000000","HCON_00177560-00001","H. contortus"
"724","OG0000000","HCON_00177570-00001","H. contortus"
"725","OG0000000","HCON_00177610-00001","H. contortus"
"726","OG0000000","HCON_00178450-00001","H. contortus"
"727","OG0000000","HCON_00178510-00001","H. contortus"
"728","OG0000000","HCON_00178570-00001","H. contortus"
"729","OG0000000","HCON_00178580-00001","H. contortus"
"730","OG0000000","HCON_00178590-00001","H. contortus"
"731","OG0000000","HCON_00178660-00001","H. contortus"
"732","OG0000000","HCON_00178730-00001","H. contortus"
"733","OG0000000","HCON_00178880-00001","H. contortus"
"734","OG0000000","HCON_00178890-00001","H. contortus"
"735","OG0000000","HCON_00179110-00001","H. contortus"
"736","OG0000000","HCON_00179540-00001","H. contortus"
"737","OG0000000","HCON_00179550-00001","H. contortus"
"738","OG0000000","HCON_00179620-00001","H. contortus"
"739","OG0000000","HCON_00179630-00001","H. contortus"
"740","OG0000000","HCON_00179780-00001","H. contortus"
"741","OG0000000","HCON_00180150-00001","H. contortus"
"742","OG0000000","HCON_00180320-00001","H. contortus"
"743","OG0000000","HCON_00180510-00001","H. contortus"
"744","OG0000000","HCON_00180530-00001","H. contortus"
"745","OG0000000","HCON_00180590-00001","H. contortus"
"746","OG0000000","HCON_00180780-00001","H. contortus"
"747","OG0000000","HCON_00180820-00001","H. contortus"
"748","OG0000000","HCON_00180840-00001","H. contortus"
"749","OG0000000","HCON_00180880-00001","H. contortus"
"750","OG0000000","HCON_00180890-00001","H. contortus"
"751","OG0000000","HCON_00180900-00001","H. contortus"
"752","OG0000000","HCON_00181000-00001","H. contortus"
"753","OG0000000","HCON_00181010-00001","H. contortus"
"754","OG0000000","HCON_00181040-00001","H. contortus"
"755","OG0000000","HCON_00181190-00001","H. contortus"
"756","OG0000000","HCON_00181220-00001","H. contortus"
"757","OG0000000","HCON_00181300-00001","H. contortus"
"758","OG0000000","HCON_00181430-00001","H. contortus"
"759","OG0000000","HCON_00181590-00001","H. contortus"
"760","OG0000000","HCON_00181610-00001","H. contortus"
"761","OG0000000","HCON_00181640-00001","H. contortus"
"762","OG0000000","HCON_00181660-00001","H. contortus"
"763","OG0000000","HCON_00181670-00001","H. contortus"
"764","OG0000000","HCON_00181680-00001","H. contortus"
"765","OG0000000","HCON_00182090-00001","H. contortus"
"766","OG0000000","HCON_00182100-00001","H. contortus"
"767","OG0000000","HCON_00182120-00001","H. contortus"
"768","OG0000000","HCON_00182140-00001","H. contortus"
"769","OG0000000","HCON_00182150-00001","H. contortus"
"770","OG0000000","HCON_00182160-00001","H. contortus"
"771","OG0000000","HCON_00182170-00001","H. contortus"
"772","OG0000000","HCON_00182180-00001","H. contortus"
"773","OG0000000","HCON_00182460-00001","H. contortus"
"774","OG0000000","HCON_00182470-00001","H. contortus"
"775","OG0000000","HCON_00182480-00001","H. contortus"
"776","OG0000000","HCON_00182490-00001","H. contortus"
"777","OG0000000","HCON_00182610-00001","H. contortus"
"778","OG0000000","HCON_00182720-00001","H. contortus"
"779","OG0000000","HCON_00182740-00001","H. contortus"
"780","OG0000000","HCON_00182780-00001","H. contortus"
"781","OG0000000","HCON_00182800-00001","H. contortus"
"782","OG0000000","HCON_00183030-00001","H. contortus"
"783","OG0000000","HCON_00183190-00001","H. contortus"
"784","OG0000000","HCON_00183350-00001","H. contortus"
"785","OG0000000","HCON_00183380-00001","H. contortus"
"786","OG0000000","HCON_00183420-00001","H. contortus"
"787","OG0000000","HCON_00183510-00001","H. contortus"
"788","OG0000000","HCON_00183520-00001","H. contortus"
"789","OG0000000","HCON_00183680-00001","H. contortus"
"790","OG0000000","HCON_00183790-00001","H. contortus"
"791","OG0000000","HCON_00183840-00001","H. contortus"
"792","OG0000000","HCON_00184050-00001","H. contortus"
"793","OG0000000","HCON_00184060-00001","H. contortus"
"794","OG0000000","HCON_00184070-00001","H. contortus"
"795","OG0000000","HCON_00184090-00001","H. contortus"
"796","OG0000000","HCON_00184100-00001","H. contortus"
"797","OG0000000","HCON_00184130-00001","H. contortus"
"798","OG0000000","HCON_00184250-00001","H. contortus"
"799","OG0000000","HCON_00184530-00001","H. contortus"
"800","OG0000000","HCON_00184540-00001","H. contortus"
"801","OG0000000","HCON_00184630-00001","H. contortus"
"802","OG0000000","HCON_00184640-00001","H. contortus"
"803","OG0000000","HCON_00184790-00001","H. contortus"
"804","OG0000000","HCON_00184800-00001","H. contortus"
"805","OG0000000","HCON_00184830-00001","H. contortus"
"806","OG0000000","HCON_00185100-00001","H. contortus"
"807","OG0000000","HCON_00185300-00001","H. contortus"
"808","OG0000000","HCON_00185420-00001","H. contortus"
"809","OG0000000","HCON_00185430-00001","H. contortus"
"810","OG0000000","HCON_00185440-00001","H. contortus"
"811","OG0000000","HCON_00185750-00001","H. contortus"
"812","OG0000000","HCON_00186510-00001","H. contortus"
"813","OG0000000","HCON_00187020-00001","H. contortus"
"814","OG0000000","HCON_00187030-00001","H. contortus"
"815","OG0000000","HCON_00187060-00001","H. contortus"
"816","OG0000000","HCON_00187190-00001","H. contortus"
"817","OG0000000","HCON_00187370-00001","H. contortus"
"818","OG0000000","HCON_00187420-00001","H. contortus"
"819","OG0000000","HCON_00187540-00001","H. contortus"
"820","OG0000000","HCON_00187550-00001","H. contortus"
